"cmc","0.0","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"5","20.11607379592413","1","4","2.0","14","5.0","[]","728999","0.33"
"1","1.2564537694772198","1","14","0","1","0","[u'Flying']","728999","0.11"
"1","13.84555612403549","1","3","1.0","1","1.0","[u'First strike']","728999","0.11"
"1","6.877883801048738","0","11","0","5","0","[]","728999","0.22"
"1","24.860238611806928","0","4","0","5","0","[]","728999","0.37"
"1","0.6289473684210526","1","9","1.0","1","1.0","[u'Banding']","728999","0.16"
"1","16.104667967511123","1","6","1.0","1","1.0","[]","728999","0.11"
"4","2.499041889483066","1","19","0","14","0","[u'Bury']","728999","5.11"
"3","0","1","14","0.0","5","5.0","[]","728999","0.29"
"4","3.249079663532902","1","4","2.0","14","2.0","[u'Flying']","728999","0.34"
"5","0","1","3","4.0","5","3.0","[u'Flying']","728999","0.00"
"4","26.27970105320018","1","10","0","5","0","[]","728999","0.21"
"6","51.60592402456051","0","12","0.0","14","4.0","[]","728999","0.34"
"3","30.93768366340959","1","3","0","14","0","[]","728999","1.60"
"0","432.8401387722727","0","6","0","1","0","[]","728999","1.00"
"1","0.46484848484848484","1","10","1.0","1","1.0","[u'Forestwalk']","728999","0.00"
"1","12.35097734733723","0","4","0","1","0","[]","728999","0.21"
"4","63.64868637318015","0","7","1","14","1","[u'Flying']","728999","0.37"
"3","0.46484848484848484","1","4","2.0","1","2.0","[u'Forestwalk']","728999","0.18"
"4","23.4798619245751","1","18","0","14","0","[]","728999","4.84"
"4","38.53918116136133","1","3","0","14","0","[]","728999","0.47"
"2","22.108908140956032","1","2","0","1","0","[]","728999","0.19"
"5","17.430901696808252","1","9","2.0","14","4.0","[u'Flying']","728999","0.40"
"3","179.85642465698479","2","2","0","5","0","[]","728999","0.26"
"3","25.9777811048958","1","14","2.0","14","2.0","[u'Mountainwalk']","728999","1.00"
"1","9.911572775304831","1","3","0","1","0","[]","728999","0.00"
"5","19.666159088219157","1","4","3.0","5","6.0","[]","728999","0.11"
"3","0","1","3","3.0","1","2.0","[]","728999","0.16"
"0","78.22324176521093","1","2","0","14","0","[]","728999","0.00"
"1","17.460248154885434","1","15","0","14","0","[u'Flying']","728999","0.69"
"4","0","1","6","1","14","1","[]","728999","0.26"
"0","78.22324176521093","1","2","0","14","0","[]","728999","0.75"
"8","0","1","7","7.0","1","6.0","[]","728999","0.00"
"2","37.76457114036262","1","4","0","1","0","[]","728999","0.00"
"0","202.0189632094958","1","5","0","5","0","[]","728999","0.00"
"4","1.6091021114484403","1","5","0","5","0","[]","728999","0.24"
"1","9.767572775304831","1","12","0","1","0","[]","728999","0.00"
"2","22.34868625623417","1","3","0","5","0","[]","728999","0.00"
"1","0.26857142857142857","1","4","1.0","1","1.0","[u'Mountainwalk']","728999","0.23"
"4","3.249079663532902","0","6","1.0","14","5.0","[u'Flying']","728999","0.30"
"1","1432.4395431443509","1","5","0","14","0","[]","728999","3.98"
"4","19.52091247102633","0","4","0","14","0","[]","728999","0.34"
"2","47.489285443131855","1","3","1.0","14","1.0","[]","728999","0.35"
"0","31.570420263482156","0","3","0","5","0","[]","728999","0.47"
"1","4.23994512333427","1","3","0","1","0","[]","728999","0.18"
"4","20.06425097388657","1","4","2.0","1","3.0","[u'Trample']","728999","0.19"
"4","27.473010794458354","1","5","0","14","0","[]","728999","0.00"
"2","0","1","17","2.0","1","2.0","[]","728999","0.00"
"1","6.349773707424652","1","10","0","5","0","[]","728999","0.24"
"3","18.73274767805716","1","3","0","1","0","[]","728999","0.14"
"1","11.923753228976251","1","20","0","1","0","[]","728999","0.31"
"1","1.9596959530906688","1","14","0","1","0","[]","728999","0.11"
"6","387.34016907881374","1","4","3.0","5","3.0","[u'Protection']","728999","0.17"
"2","86.31568827189203","1","6","0","14","0","[]","728999","2.99"
"3","0","1","8","0.0","1","1.0","[]","728999","0.11"
"1","1.501224896237783","1","4","0","5","0","[u'Swampwalk']","728999","0.17"
"1","24.902209897885253","1","5","0","14","0","[]","728999","0.00"
"5","3.417367205542727","1","3","6.0","14","6.0","[u'Trample']","728999","0.49"
"3","14.604492506156522","0","12","0","14","0","[]","728999","0.38"
"1","15.639646545395673","1","8","0","5","0","[]","728999","0.26"
"1","0","1","6","0","1","0","[]","728999","0.25"
"5","15.946049209329926","0","4","0","14","0","[u'Bury']","728999","0.31"
"1","157.84354924014835","1","25","1.0","1","1.0","[]","728999","0.27"
"1","21.593797064542013","1","19","0","1","0","[]","728999","0.11"
"3","159.3315356241301","0","4","0","14","0","[u'Bury']","728999","0.38"
"0","202.0189632094958","1","6","0","5","0","[]","728999","0.35"
"1","7.282289645204582","0","11","0","5","0","[]","728999","0.20"
"0","78.22324176521093","1","2","0","14","0","[]","728999","0.99"
"3","59.293354623042724","1","9","0","14","0","[]","728999","1.00"
"4","11.05623798008654","1","2","2.0","5","2.0","[]","728999","0.26"
"3","0","1","4","2.0","1","2.0","[]","728999","0.16"
"1","43.286814518087844","1","17","0","5","0","[]","728999","0.11"
"4","27.773222321715572","1","5","0","5","0","[]","728999","0.26"
"1","10.01143348586897","1","3","0","5","0","[]","728999","0.24"
"1","0","1","3","0","1","0","[]","728999","0.19"
"3","18.043827827224277","1","4","1.0","1","1.0","[]","728999","0.17"
"1","6.201879974528892","1","3","0","1","0","[]","728999","0.00"
"3","0","0","7","1.0","14","3.0","[]","728999","0.43"
"2","2.530223591469438","1","20","0","1","0","[]","728999","0.00"
"1","19.922960615913855","1","8","0.0","1","1.0","[u'Flying']","728999","0.14"
"3","9.53157013433302","1","8","0","1","0","[]","728999","0.11"
"5","0.0","1","3","3.0","1","1.0","[u'First strike']","728999","0.20"
"0","433.8505197246537","0","6","0","1","0","[]","728999","1.00"
"2","14.123008904656146","1","4","0","5","0","[]","728999","0.26"
"1","12.639743902154231","0","8","0","14","0","[u'Banding']","728999","0.37"
"2","18.54413808931515","1","5","0","14","0","[]","728999","0.46"
"2","0.6289473684210526","1","3","0.0","1","3.0","[u'Banding']","728999","0.00"
"2","17.791133697556482","0","4","0","1","0","[]","728999","0.16"
"2","14.06963797733785","1","13","0","1","0","[]","728999","0.20"
"0","254.2013407901944","0","10","0","14","0","[]","728999","5.19"
"2","21.057206424449365","1","11","0","1","0","[]","728999","0.11"
"3","3.976691682301438","1","9","1.0","1","1.0","[]","728999","0.17"
"3","10.602692219749276","1","4","1.0","1","1.0","[]","728999","0.11"
"4","0","0","18","0","5","0","[]","728999","0.00"
"2","0.6289473684210526","1","3","1.0","1","1.0","[u'First strike', u'Banding']","728999","0.11"
"2","238.6406107691395","0","7","0","5","0","[]","728999","0.98"
"4","10.147623038277372","1","4","0","5","0","[u'Bury']","728999","0.23"
"3","14.665726045134829","1","3","2.0","1","2.0","[u'Bury']","728999","0.24"
"3","37.99160981338637","1","3","0.0","5","1.0","[u'Bury']","728999","0.35"
"3","65.55855223012773","1","12","0","14","0","[]","728999","0.32"
"2","76.20028578459515","1","12","0","14","0","[]","728999","0.97"
"1","46.59903106160476","1","3","1.0","5","1.0","[]","728999","0.11"
"3","0","1","5","0.0","5","7.0","[]","728999","0.00"
"1","4.753947402969529","1","3","0","5","0","[]","728999","0.00"
"6","0.0","1","9","5.0","1","5.0","[u'Islandhome']","728999","0.00"
"2","14.07463797733785","1","13","0","1","0","[]","728999","0.20"
"2","26.27970105320018","1","11","0","14","0","[]","728999","0.49"
"6","52.09966296563366","1","9","6.0","14","6.0","[]","728999","0.49"
"3","10.100356374570246","1","4","0","5","0","[]","728999","0.00"
"1","30.50150194485487","0","9","0","5","0","[]","728999","0.00"
"2","7.264915085911803","1","5","1.0","1","1.0","[u'Flying']","728999","0.19"
"2","44.013735708105436","0","10","0","14","0","[]","728999","4.47"
"4","19.33481393641993","1","5","0","5","0","[u'Bury']","728999","0.27"
"2","0.0","1","12","2.0","14","1.0","[u'First strike']","728999","0.43"
"3","20.480897627709872","1","2","0","1","0","[]","728999","0.00"
"5","26.61015828563647","1","2","2.0","5","4.0","[]","728999","0.22"
"1","14.595636087122807","1","8","0","14","0","[]","728999","0.49"
"3","8.459685194191467","1","2","0","5","0","[u'Bury']","728999","0.26"
"4","16.189183297127734","0","5","0","5","0","[]","728999","0.00"
"0","78.22324176521093","1","2","0","14","0","[]","728999","0.47"
"1","5.509565380969869","1","3","0","1","0","[]","728999","0.16"
"3","0.35480000000000006","1","14","1.0","5","4.0","[]","728999","0.34"
"5","0.0","1","9","4.0","14","3.0","[u'Islandhome']","728999","0.00"
"6","11.18570855614973","1","5","0","14","0","[u'Bury']","728999","1.00"
"0","202.0189632094958","1","5","0","5","0","[]","728999","0.29"
"3","98.86831136414175","1","3","0","1","0","[]","728999","0.17"
"1","15.639382340983504","1","4","0","5","0","[]","728999","0.62"
"3","10.850070413568867","1","8","6.0","14","1.0","[u'Trample', u'Bury']","728999","3.42"
"3","17.113457464063593","1","2","0","14","0","[]","728999","0.00"
"1","9.179665951824793","0","11","0","5","0","[]","728999","0.00"
"2","9.810907211780188","1","3","0","1","0","[]","728999","0.17"
"4","17.870519005963953","0","8","0","14","0","[u'Flying', u'Bury']","728999","0.38"
"2","10.342736645368847","1","8","0","5","0","[]","728999","0.24"
"5","0","1","8","3.0","1","5.0","[]","728999","0.22"
"2","63.80731716173952","1","9","0","14","0","[]","728999","0.00"
"2","12.974139956515524","1","3","0","1","0","[]","728999","0.16"
"3","84.73732184032711","1","10","0","5","0","[]","728999","0.34"
"1","6.590194407109344","0","11","0","5","0","[]","728999","0.24"
"4","4.397991362309177","1","4","0.0","5","1.0","[]","728999","0.26"
"1","27.642582760124892","1","2","1.0","1","1.0","[]","728999","0.00"
"2","50.08478884025127","1","5","2.0","1","3.0","[u'Raid']","728999","0.17"
"1","16.449216052422067","1","12","0","14","0","[]","728999","0.26"
"6","4.914065934065934","0","3","0","14","0","[]","728999","0.49"
"3","17.843098549807543","1","6","1.0","14","1.0","[]","728999","1.00"
"4","17.044687624529676","1","2","0","5","0","[u'Bury']","728999","0.22"
"2","108.10329697791168","1","12","2.0","14","2.0","[u'Landwalk', u'Islandwalk']","728999","4.30"
"1","102.34564332803163","1","8","0","14","0","[]","728999","0.00"
"6","0","1","12","6.0","1","4.0","[]","728999","0.19"
"1","17.711522285189048","1","18","0","1","0","[]","728999","0.00"
"4","15.06183826973551","0","4","0","14","0","[]","728999","0.38"
"4","7.382435183097824","1","4","2.0","14","2.0","[]","728999","0.31"
"3","4.617277731596827","1","23","0","1","0","[]","728999","0.26"
"3","0.9901639344262297","1","6","2.0","1","1.0","[u'Swampwalk']","728999","0.00"
"4","1.8449197860962574","1","9","1","5","1","[]","728999","0.22"
"4","19.776034865100595","1","3","1.0","1","2.0","[]","728999","0.00"
"3","19.922960615913855","1","4","1.0","5","2.0","[u'Flying']","728999","0.24"
"1","92.46229134190665","1","2","0","14","0","[]","728999","0.43"
"4","3.249079663532902","1","14","3.0","5","5.0","[u'Flying']","728999","0.24"
"2","5.732270726605306","1","14","0","1","0","[]","728999","0.17"
"4","46.97135670385405","1","5","0","14","0","[]","728999","0.47"
"3","3.249079663532902","1","4","0.0","5","1.0","[u'Flying']","728999","0.26"
"2","1.1763528138528139","1","21","0","1","0","[u'Bury']","728999","0.00"
"0","271.1106089452591","2","7","0","14","0","[]","728999","4.48"
"1","6.164554793730517","1","5","3.0","1","1.0","[]","728999","0.24"
"4","17.873178411144664","1","10","2.0","5","3.0","[u'Flying']","728999","0.27"
"3","0","1","16","2.0","1","2.0","[]","728999","0.00"
"0","68.81355280222736","0","3","0","5","0","[u'Flying']","728999","0.31"
"2","101.15901553038523","1","3","1.0","1","1.0","[]","728999","0.16"
"4","5.044111924575105","1","12","0","5","0","[]","728999","0.26"
"3","74.16193252686477","1","2","1.0","5","1.0","[]","728999","0.00"
"0","271.1106089452591","2","7","0","14","0","[]","728999","5.45"
"3","24.02048781352503","1","3","0","1","0","[]","728999","0.17"
"4","37.578667904318515","0","2","0","14","0","[]","728999","0.37"
"2","23.87248288212431","1","4","0","1","0","[]","728999","0.22"
"3","49.52006600515073","1","4","1.0","14","1.0","[]","728999","0.49"
"4","0","1","20","2.0","1","4.0","[u'Flying']","728999","0.11"
"2","27.56624775741879","1","9","0","14","0","[u'Landwalk', u'Islandwalk', u'Flying']","728999","0.77"
"3","13.754517045109367","1","8","1.0","1","1.0","[]","728999","0.22"
"4","153.47629193727118","1","5","0","14","0","[]","728999","0.40"
"1","12.076683795347208","0","12","0","5","0","[]","728999","0.11"
"2","60.98246783418449","1","3","0","1","0","[]","728999","0.17"
"2","14.06963797733785","1","13","0","1","0","[]","728999","0.18"
"3","3.249079663532902","1","4","1.0","1","2.0","[u'Flying']","728999","0.18"
"2","14.180273144190181","1","10","0","1","0","[]","728999","0.11"
"5","26.310683275669152","1","10","2.0","5","4.0","[]","728999","0.00"
"1","0","1","16","1.0","1","1.0","[]","728999","0.26"
"4","5.30798709559706","1","10","0","5","0","[]","728999","0.00"
"1","13.134825133531331","0","4","0","14","0","[]","728999","0.49"
"2","14.807934144854453","1","14","2.0","5","2.0","[u'Protection', u'First strike']","728999","0.28"
"2","0","1","2","1.0","1","3.0","[]","728999","0.11"
"2","11.40998624091381","1","13","0","1","0","[]","728999","0.36"
"7","0.0","1","4","6.0","5","4.0","[u'Trample', u'Rampage']","728999","0.20"
"3","0","1","8","1","1","1","[]","728999","0.00"
"3","289.50467456187215","1","4","2.0","14","2.0","[]","728999","0.00"
"4","0","1","4","0.0","5","1.0","[]","728999","0.22"
"9","3.417367205542727","1","5","10.0","14","10.0","[u'Trample']","728999","0.44"
"4","10.426731323537878","1","5","3.0","5","2.0","[u'Flying']","728999","0.00"
"2","14.34516178686166","1","3","0","5","0","[]","728999","0.00"
"4","7.172509265113521","1","10","0","5","0","[]","728999","0.22"
"3","17.40786952242955","0","4","0","14","0","[]","728999","0.34"
"3","15.969646356208472","1","2","0","1","0","[]","728999","0.11"
"5","23.369138487354668","1","5","2.0","14","5.0","[]","728999","0.43"
"5","0.6289473684210526","1","3","2.0","5","2.0","[u'First strike', u'Flying', u'Banding']","728999","0.17"
"6","18.642950408688463","0","4","1","5","1","[]","728999","0.00"
"1","6.057238623747556","1","2","0","1","0","[]","728999","0.17"
"0","434.4082975024315","0","6","0","1","0","[]","728999","2.98"
"3","0","1","9","2.0","1","3.0","[]","728999","0.19"
"3","194.65824847538974","0","6","0","5","0","[]","728999","2.47"
"1","79.03873805055143","1","11","0","1","0","[]","728999","0.25"
"2","34.4002360620068","0","15","0","14","0","[]","728999","3.03"
"4","24.86715591434055","1","9","2.0","14","2.0","[]","728999","0.37"
"3","51.29593949970912","1","10","2.0","14","3.0","[u'Swampwalk']","728999","4.98"
"1","5.134417585671587","1","10","0","14","0","[]","728999","0.37"
"5","18.11001971305389","1","3","0","14","0","[u'Shadow', u'Bury']","728999","0.30"
"4","23.450730354817384","1","5","2.0","1","2.0","[]","728999","0.24"
"1","7.863483831878548","1","13","0","1","0","[]","728999","0.19"
"2","3.930745253140112","1","11","0","1","0","[]","728999","0.00"
"2","37.890571238259376","1","9","0","14","0","[u'Bury']","728999","2.00"
"1","57.570379280386824","1","13","0","1","0","[]","728999","0.94"
"0","3.249079663532902","0","11","0.0","5","2.0","[u'Flying']","728999","0.38"
"1","162.26183676770572","1","18","0.0","14","1.0","[u'Flying']","728999","10.07"
"4","100.21666821327632","1","4","2.0","14","2.0","[]","728999","0.43"
"0","271.1106089452591","2","7","0","14","0","[]","728999","13.90"
"6","12.561272508195161","1","4","0","14","0","[]","728999","0.37"
"3","3.249079663532902","1","12","1.0","5","5.0","[u'Flying']","728999","0.34"
"2","51.94753848943622","1","7","0","14","0","[]","728999","13.00"
"4","49.08407216727216","1","5","0","14","0","[]","728999","0.49"
"2","16.90855831667599","1","12","0","5","0","[u'Bury']","728999","1.71"
"7","26.523920336548716","1","11","7.0","14","7.0","[u'Trample', u'Flying']","728999","0.31"
"5","16.031678370907663","1","3","2.0","14","3.0","[]","728999","0.49"
"3","157.84354924014835","1","5","1.0","5","1.0","[]","728999","0.39"
"1","6.652173573776011","0","11","0","5","0","[]","728999","0.20"
"3","15.49383822772059","1","3","1.0","5","4.0","[u'Mountainwalk']","728999","0.23"
"6","32.490304380213765","1","3","3.0","5","6.0","[u'Vanishing']","734202","0.27"
"8","25.53008655059664","1","3","7.0","14","7.0","[]","734202","0.28"
"5","14.823708204926229","1","3","0","1","0","[]","734202","0.20"
"6","49.47924180477924","1","2","5.0","5","4.0","[u'Trample']","734202","0.25"
"4","16.812712926548993","2","2","0","14","0","[]","734202","0.00"
"3","58.7063997153437","1","1","1.0","14","4.0","[]","734202","3.00"
"10","32.0590776434425","1","2","0","14","0","[u'Flying']","734202","1.00"
"3","19.83117149682838","1","11","0","1","0","[]","734202","0.61"
"7","0.7595918367346939","1","2","0","14","0","[u'Convoke']","734202","1.00"
"3","203.7630084867087","1","3","2.0","14","2.0","[u'Trample']","734202","0.40"
"4","23.49017253211082","1","4","2.0","1","4.0","[u'Reach']","734202","0.34"
"5","6.04694938241394","1","9","2.0","1","2.0","[u'Flying', u'Evoke']","734202","0.61"
"6","31.44400215156059","1","3","0","5","0","[]","734202","0.20"
"4","45.13515563804476","1","3","2.0","14","3.0","[u'Flying']","734202","2.27"
"4","28.779766926158082","1","3","2.0","14","2.0","[u'Protection', u'Flying']","734202","0.31"
"4","23.69148555311961","2","2","2.0","1","2.0","[]","734202","0.19"
"2","26.915494664302667","1","2","0","5","0","[u'Threshold']","734202","0.43"
"0","78.54207720073516","0","20","0","1","0","[]","734202","0.22"
"0","139.08086367249936","2","3","0","5","0","[]","734202","0.22"
"6","25.042665529646122","3","2","6.0","14","6.0","[u'Flying']","734202","1.00"
"8","17.14210518408144","1","4","6.0","14","6.0","[u'Flying']","734202","0.00"
"2","12.632801084578091","1","3","0.0","1","0.0","[u'Reach', u'Graft']","734202","0.21"
"10","46.67484635692422","1","1","8.0","14","8.0","[]","734202","5.43"
"1","11.199618906177468","1","2","1.0","5","1.0","[]","734202","0.18"
"1","18.86092857016984","1","2","1.0","14","1.0","[]","734202","0.31"
"0","150.3100844618362","2","4","0","1","0","[]","734202","1.18"
"5","42.480102443243375","2","3","3.0","14","3.0","[u'Flying']","734202","0.89"
"0","150.3100844618362","2","6","0","1","0","[]","734202","0.45"
"6","47.264018450897375","3","2","6.0","14","6.0","[u'Flying']","734202","1.51"
"2","26.215457479037955","1","5","0","18","0","[u'Storm', u'Multikicker']","734202","0.85"
"1","17.460248154885434","1","15","0","14","0","[u'Flying']","734202","0.37"
"7","32.129401916046284","1","3","0","14","0","[]","734202","0.29"
"6","31.913963424512037","1","1","0","5","0","[u'Flying']","734202","0.24"
"4","82.14784341727963","1","3","2.0","14","2.0","[]","734202","0.34"
"1","8.219500885202674","1","2","2.0","5","1.0","[]","734202","0.25"
"2","22.670983354569817","1","3","0","5","0","[]","734202","0.37"
"2","5.244273260320407","2","4","0","1","0","[]","734202","0.25"
"7","3.249079663532902","2","3","6.0","14","6.0","[u'Shroud', u'Trample', u'Flying']","734202","0.70"
"3","15.697297799988487","1","7","3.0","5","1.0","[]","734202","0.58"
"3","12.827313250998856","1","5","0","1","0","[]","734202","0.25"
"0","78.54207720073516","0","16","0","1","0","[u'Morph']","734202","0.27"
"2","5.796056130328271","1","2","2.0","5","1.0","[u'Flip']","734202","0.85"
"0","142.8464772275252","1","10","0","1","0","[u'Cycling']","734202","0.23"
"2","12.740424846323524","1","3","0","5","0","[]","734202","0.25"
"2","285.28314224847765","2","3","0","1","0","[]","734202","0.57"
"2","25.315813735122326","1","2","0","1","0","[u'Clash']","734202","0.18"
"7","72.88100505999509","1","9","6.0","1","5.0","[u'Cycling']","734202","0.25"
"7","28.868709483360384","1","3","5.0","14","5.0","[u'Vigilance']","734202","0.29"
"3","0.6252840909090908","2","3","0.0","5","8.0","[u'Defender', u'Flying', u'Shroud']","734202","1.89"
"3","27.77197885366523","2","4","2.0","5","2.0","[]","734202","0.43"
"6","23.834539162976895","1","1","4.0","14","4.0","[u'Flying']","734202","0.75"
"3","13.928797524954328","1","2","0","14","0","[]","734202","0.42"
"3","45.73923473004554","1","5","0","5","0","[]","734202","3.53"
"4","22.632106554112784","0","1","0","14","0","[]","734202","0.89"
"3","26.105641756469076","1","6","2.0","5","1.0","[]","734202","4.99"
"3","10.53411514759933","1","5","2.0","5","2.0","[]","734202","0.47"
"4","89.9353873320214","3","2","2.0","18","2.0","[u'Flying']","734202","38.97"
"2","11.98499311742704","1","5","0","5","0","[u'Flying', u'Kicker']","734202","0.22"
"1","61.02092844144763","1","1","0","14","0","[u'Join forces']","734202","0.46"
"4","0","1","6","1","14","1","[]","734202","0.25"
"7","92.06317629885301","3","1","4.0","18","4.0","[u'Deathtouch']","734202","9.54"
"5","93.44984606516145","1","8","0","14","0","[]","734202","4.00"
"1","57.9797742023824","1","2","1.0","5","1.0","[]","734202","1.38"
"2","17.180007467102126","2","5","2.0","5","2.0","[]","734202","0.23"
"2","8.74062213641377","1","2","0","1","0","[u'Trample']","734202","0.47"
"0","159.8604990733845","0","6","0","5","0","[]","734202","0.35"
"4","40.36667320991262","1","3","2.0","5","2.0","[u'Haste']","734202","3.41"
"4","24.008117762030267","1","2","0","5","0","[]","734202","0.50"
"7","14.638452780906247","0","2","1.0","14","1.0","[u'Flying']","734202","0.22"
"2","50.67033311659359","2","3","2.0","5","2.0","[]","734202","0.45"
"2","9.237189999905183","1","5","0.0","5","4.0","[u'Defender']","734202","2.55"
"9","22.323947854512213","0","7","10.0","5","9.0","[u'Annihilator']","734202","0.56"
"0","157.93503009393288","0","2","0","14","0","[]","734202","6.47"
"3","15.171484931034534","1","1","0","5","0","[u'Trample']","734202","0.42"
"3","10.114485498186557","1","5","0","5","0","[u'Flying']","734202","0.20"
"2","11.929981704798363","1","11","0","1","0","[]","734202","0.41"
"0","142.8464772275252","1","9","0","1","0","[u'Cycling']","734202","0.25"
"6","44.62711279636491","1","1","0","14","0","[]","734202","7.59"
"7","17.68844461680986","1","2","6.0","14","6.0","[u'Flying']","734202","1.56"
"4","14.50939298329166","1","10","0","5","0","[]","734202","2.27"
"3","13.786426074170103","2","4","0","1","0","[u'Kicker']","734202","0.18"
"6","29.03977150654208","3","3","6.0","14","6.0","[u'Flying']","734202","0.50"
"4","25.6925317074548","1","2","3.0","5","3.0","[u'Flying']","734202","0.18"
"4","48.01939350024122","3","1","2.0","18","4.0","[]","734202","3.99"
"4","24.816128546970656","1","7","0","18","0","[u'Trample']","734202","11.95"
"3","11.494858842008513","0","2","0","14","0","[u'Hexproof']","734202","12.82"
"1","113.67560878599888","1","13","0","1","0","[]","734202","1.18"
"3","60.10185386428305","1","2","0","14","0","[]","734202","1.00"
"0","150.3100844618362","2","6","0","1","0","[]","734202","0.43"
"8","18.3093223711895","1","3","0","14","0","[u'Haste']","734202","5.09"
"1","18.64114371183534","1","1","0","5","0","[]","734202","0.36"
"8","87.96134030183077","1","3","6.0","14","6.0","[u'Protection', u'Trample', u'Flying']","734202","3.39"
"0","142.8464772275252","1","9","0","1","0","[u'Cycling']","734202","0.25"
"5","20.89546826199994","3","1","0.0","18","0.0","[]","734202","6.99"
"4","16.92079835436244","1","3","2.0","14","2.0","[]","734202","0.43"
"2","23.167548132903324","1","3","0","1","0","[]","734202","0.22"
"3","54.59739131639976","1","5","0","1","0","[]","734202","1.42"
"5","26.92394553130518","1","1","0","5","0","[]","734202","0.37"
"3","0","2","3","0","5","0","[u'Flying']","734202","2.04"
"5","17.85269413089918","1","2","0","5","0","[u'Radiance']","734202","0.20"
"0","150.3100844618362","2","4","0","1","0","[]","734202","1.20"
"2","8.856441956472477","2","1","1.0","14","1.0","[]","734202","5.06"
"2","95.62957141759628","1","8","1.0","1","1.0","[]","734202","0.64"
"4","14.361087209190591","1","3","0","14","0","[u'Haste']","734202","0.50"
"3","51.77825553601027","1","4","0","1","0","[]","734202","1.13"
"4","23.533658825871715","1","13","2.0","5","3.0","[u'Flying']","734202","0.20"
"8","40.46684290685511","1","1","8.0","14","8.0","[u'Double strike']","734202","2.99"
"7","12.219075339206045","2","4","0","14","0","[u'Retrace', u'Flying']","734202","0.29"
"3","1.5095121951219508","1","5","3.0","14","2.0","[u'Hexproof']","734202","0.53"
"0","142.8464772275252","1","10","0","1","0","[u'Cycling']","734202","0.23"
"0","302.37650792977144","0","6","0","1","0","[]","734202","0.28"
"2","0.4791489361702129","1","5","1.0","1","2.0","[u'Reach', u'Deathtouch']","734202","0.51"
"3","64.08219693780318","1","4","0","14","0","[]","734202","4.82"
"3","73.72798351018383","3","1","1.0","18","1.0","[u'Protection']","734202","29.56"
"4","51.764487279771494","1","6","0","5","0","[]","734202","1.53"
"0","294.8748123220207","1","4","0","5","0","[]","734202","0.42"
"7","31.387501694413693","1","6","5.0","14","4.0","[u'Flying']","734202","0.45"
"2","285.28314224847765","2","3","0","1","0","[]","734202","0.45"
"1","285.28314224847765","0","15","0","5","0","[]","734202","3.03"
"6","23.780014440143354","1","4","5.0","14","5.0","[u'Unearth', u'Flying']","734202","0.29"
"3","23.055829886560762","1","2","0","1","0","[]","734202","0.20"
"5","18.553447251360467","1","2","3.0","5","3.0","[u'Flying']","734202","0.00"
"4","51.33872096832153","1","2","0","5","0","[u'Clash']","734202","0.20"
"0","145.84703337717386","2","7","0","5","0","[]","734202","0.25"
"3","45.73923473004554","1","3","0","5","0","[]","734202","4.55"
"7","14.03541593654505","2","2","5.0","14","5.0","[u'Flying']","734202","3.49"
"2","20.48121019471413","1","3","2.0","14","2.0","[]","734202","4.82"
"4","4.887861924575105","1","2","0","14","0","[]","734202","2.27"
"3","61.722495951658864","0","2","0","14","0","[]","734202","21.27"
"0","294.8748123220207","1","6","0","5","0","[]","734202","0.25"
"1","27.96013493666166","1","3","0","14","0","[u'Storm']","734202","60.78"
"3","44.35784322161623","1","4","0","5","0","[]","734202","1.30"
"5","26.809860984033694","1","9","0","5","0","[]","734202","0.23"
"4","20.365983882463887","1","3","0","5","0","[]","734202","2.00"
"4","17.299570470523907","1","5","0","1","0","[]","734202","0.25"
"4","17.585100113415827","1","5","0","1","0","[]","734202","0.27"
"2","3.6958737050962003","2","7","0","1","0","[]","734202","2.47"
"0","485.84522127701615","0","5","0","1","0","[]","734202","1.75"
"0","121.10329878782109","2","3","0","5","0","[]","734202","0.25"
"2","285.28314224847765","2","4","0","1","0","[]","734202","0.98"
"5","44.614905995879404","2","2","4.0","14","4.0","[u'Flying', u'Haste']","734202","3.40"
"0","139.08086367249936","2","2","0","5","0","[u'Reach']","734202","0.40"
"4","14.982302052785922","1","2","4.0","5","5.0","[]","734202","0.23"
"6","30.41074913496478","3","2","6.0","14","6.0","[u'Flying']","734202","1.27"
"4","14.451418496270156","1","2","2.0","5","4.0","[u'Flying', u'Multikicker']","734202","0.43"
"4","46.93797335069604","1","1","1","14","1","[]","734202","3.79"
"7","19.80578336313951","2","3","4.0","14","4.0","[u'Flying']","734202","2.04"
"2","242.267262636967","0","4","0","1","0","[]","734202","0.25"
"3","40.4135276179565","2","2","1.0","5","3.0","[u'Vigilance']","734202","0.99"
"4","25.265697336709994","1","4","0","14","0","[]","734202","0.00"
"4","42.35507778147744","1","5","2.0","5","2.0","[u'Flying']","734202","0.25"
"8","23.89845545569604","1","1","7.0","14","7.0","[]","734202","5.36"
"5","66.50724587451332","3","2","0.0","18","0.0","[]","734202","5.00"
"4","14.52891760538033","3","1","7.0","18","7.0","[]","734202","2.95"
"7","9.065434781003347","1","2","4.0","1","4.0","[u'Trample', u'Evoke']","734202","0.19"
"6","88.02563654894333","1","2","0","14","0","[]","734202","13.19"
"4","21.99517772902423","2","2","3.0","5","3.0","[]","734202","0.48"
"6","1.3160519698239739","1","2","0","14","0","[]","734202","0.50"
