"cmc","0.0","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"6","29.117288631396562","1","1","0","1","0","0","729094","0.00"
"4","0.23468750000000005","1","1","3.0","1","3.0","0.21850000000000008","729094","0.11"
"5","0","1","1","0","1","0","3.3798230088495576","729094","0.16"
"2","13.004772762659073","1","2","0","1","0","0","729094","0.16"
"3","18.520936474320827","1","1","0","14","0","2.566517412935326","729094","0.25"
"1","7.209983437324078","1","1","0","1","0","0","729094","0.20"
"3","11.47324603796003","1","1","1.0","14","1.0","2.566517412935326","729094","6.09"
"4","39.27454461565477","1","4","0","5","0","0","729094","0.20"
"3","147.3666840891904","0","1","0","14","0","0","729094","1.00"
"2","96.37558157577416","0","1","0","5","0","0","729094","0.11"
"4","11.295541475055199","1","1","3.0","14","3.0","0","729094","0.46"
"3","26.37341917328029","1","1","0","1","0","0.6036363636363635","729094","0.15"
"6","6.996524698292761","1","1","9.0","14","9.0","0","729094","0.65"
"1","25.233004605302884","1","1","0","14","0","3.3798230088495576","729094","9.03"
"3","22.02282298988099","1","3","0","5","0","0","729094","0.22"
"1","11.210649886986685","1","1","0","1","0","0","729094","0.17"
"2","21.206800285547","1","1","0","5","0","0","729094","0.25"
"4","35.32183958268276","1","1","3.0","1","3.0","0","729094","0.11"
"2","25.87613767064696","1","1","1.0","1","1.0","2.063905191873596","729094","0.18"
"2","23.996692825287465","1","1","0","1","0","0","729094","0.11"
"2","10.429205457934133","1","1","0","1","0","0","729094","0.16"
"4","7.796753519415685","1","1","0","14","0","2.566517412935326","729094","3.00"
"1","9.99977533860928","1","2","0","1","0","0","729094","0.22"
"2","37.428763730783814","1","3","1.0","1","1.0","0","729094","0.24"
"4","2.5671110649301605","1","2","3.0","14","3.0","0","729094","0.28"
"2","34.91022904529547","1","1","4.0","1","4.0","2.566517412935326","729094","0.19"
"8","20.534569217093168","0","1","0","14","0","2.063905191873596","729094","0.25"
"1","0.8099748962377831","1","1","0","1","0","0","729094","0.17"
"5","23.155599187054964","1","1","0","5","0","0","729094","0.23"
"4","28.589102837653147","1","1","5.0","5","3.0","0","729094","0.22"
"2","54.85147962470568","1","1","0","14","0","0","729094","1.00"
"2","23.075658772316455","1","1","0","1","0","0","729094","0.11"
"2","19.613057342105485","1","1","0","14","0","0","729094","3.74"
"4","18.123562813085304","1","2","0","5","0","0","729094","0.36"
"3","33.86632670541407","1","3","2.0","1","1.0","0","729094","0.16"
"4","24.14071682670085","1","2","0","5","0","0","729094","0.28"
"2","19.349237822100182","1","1","0","14","0","25.964019607843106","729094","3.38"
"2","11.646077235487564","0","1","0","5","0","0.21850000000000008","729094","0.15"
"1","12.487859691750371","1","2","1.0","1","1.0","0","729094","0.18"
"1","22.076616721313712","1","1","0","1","0","0","729094","0.17"
"2","6.477960684223023","1","2","0","1","0","1.8372764338135212","729094","0.19"
"1","3.101195107759624","1","2","0","1","0","2.566517412935326","729094","0.20"
"2","20.939637148137564","1","2","0","14","0","2.566517412935326","729094","0.85"
"7","33.063123278403985","1","1","7.0","14","7.0","0","729094","0.31"
"3","17.537471084298048","0","1","3.0","1","2.0","0","729094","0.16"
"4","0","1","3","2.0","1","3.0","0","729094","0.12"
"4","26.831106109418975","0","1","0","14","0","0","729094","1.01"
"3","9.232412996866236","1","2","1.0","5","1.0","1.8372764338135212","729094","0.19"
"4","0","1","1","2.0","5","4.0","0","729094","0.20"
"3","31.723830752692436","1","1","4.0","5","4.0","2.566517412935326","729094","0.20"
"2","54.617106643362696","1","1","0","14","0","0","729094","1.89"
"1","7.887131317222451","0","1","2.0","5","3.0","2.566517412935326","729094","0.11"
"3","14.682013557640635","1","1","0","5","0","1.8372764338135212","729094","0.20"
"1","5.618473267667236","1","1","0","1","0","0","729094","0.23"
"3","18.330394410556295","1","1","0","14","0","0","729094","0.73"
"3","48.08705885942467","1","2","2.0","1","3.0","0","729094","0.19"
"2","29.646369611285255","1","1","2.0","5","3.0","0","729094","0.11"
"4","53.98787462801299","1","3","0","5","0","0","729094","0.25"
"2","53.7273061553501","1","1","1.0","5","2.0","0","729094","0.19"
"4","32.97590787749252","0","1","0","5","0","0","729094","0.30"
"3","0","1","3","3.0","1","3.0","0","729094","0.16"
"3","47.720431355107145","1","3","0","1","0","0","729094","0.21"
"3","0","1","11","2.0","5","2.0","0","729094","0.22"
"3","46.969411535360194","1","1","2.0","5","3.0","0","729094","0.19"
"1","30.528686510355286","1","1","3.0","5","2.0","4.403793846748847","729094","0.25"
"0","261.47249205538805","0","1","0","14","0","2.566517412935326","729094","12.50"
"2","8.359975185920963","1","1","1.0","1","1.0","4.096478311747793","729094","0.19"
"3","12.24960816258871","1","2","3.0","5","3.0","1.8372764338135212","729094","0.11"
"4","50.977707333832825","1","2","2.0","5","2.0","1.8372764338135212","729094","0.22"
"4","24.816648652881824","1","3","0","14","0","2.566517412935326","729094","0.37"
"3","5.366288080981427","1","3","2.0","1","2.0","0","729094","0.16"
"4","0.0","1","1","5.0","1","4.0","0","729094","0.11"
"6","3.249079663532902","1","3","5.0","5","4.0","1.8372764338135212","729094","0.20"
"3","0","1","4","2.0","1","1.0","0","729094","0.18"
"3","19.799528382037124","0","1","0","5","0","1.8372764338135212","729094","0.20"
"2","130.8448068014582","1","1","0","14","0","0","729094","0.33"
"3","17.29927255842612","1","2","0","1","0","0","729094","0.19"
"4","8.893222428479003","1","1","2.0","14","2.0","1.8372764338135212","729094","0.44"
"1","31.355353677360913","1","1","0","1","0","0","729094","0.16"
"2","0","1","4","0","1","0","1.8372764338135212","729094","0.22"
"3","14.3552833343699","1","4","4.0","1","4.0","4.403793846748847","729094","0.16"
"2","0.6289473684210526","1","1","2.0","5","4.0","0.5312280701754387","729094","0.11"
"3","15.923153078452323","1","5","1.0","1","3.0","0","729094","0.22"
"6","11.198294549867047","1","3","5.0","14","5.0","0","729094","0.67"
"3","3.249079663532902","1","1","2.0","1","4.0","2.2322764338135213","729094","0.11"
"3","0.6289473684210526","1","1","1.0","1","3.0","0.5312280701754387","729094","0.16"
"5","24.269028311491496","1","8","0","5","0","0","729094","0.22"
"3","24.251936447287427","1","5","4.0","5","4.0","2.566517412935326","729094","0.20"
"1","222.26762360360024","0","1","0","5","0","0","729094","0.22"
"1","15.768761332481537","1","2","1.0","1","1.0","0","729362","0.16"
"1","1.989777731596827","1","4","0","1","0","0","729362","0.17"
"2","15.619797983889118","1","1","0","5","0","0","729362","0.47"
"0","7.549388779933544","0","1","0.0","5","0.0","0","729362","0.37"
"4","45.44118568520555","1","1","0","14","0","0","729362","0.42"
"2","0","1","11","0","1","0","0","729362","0.58"
"1","6.283069378017681","1","3","0","1","0","0","729362","0.16"
"1","13.302739021060232","1","1","0","1","0","1.8372764338135212","729362","0.16"
"2","21.545661709886698","1","1","0","5","0","0","729362","0.20"
"4","157.84354924014835","1","1","3.0","1","3.0","0","729362","0.17"
"5","6.67721066045066","1","6","0","14","0","0","729362","1.91"
"3","16.765628905894193","1","2","0.0","1","0.0","0","729362","0.17"
"2","7.312293246060401","2","3","2.0","5","2.0","0","729362","0.38"
"2","5.054651727471609","1","2","0","14","0","1.587090909090909","729362","0.34"
"6","3.417367205542727","1","2","5.0","14","4.0","2.063905191873596","729362","0.39"
"3","16.512687763199015","1","1","2.0","5","2.0","0","729362","0.29"
"2","24.489278931734766","1","7","0","1","0","0","729362","0.20"
"5","9.20881569125457","1","1","3.0","5","3.0","2.063905191873596","729362","0.11"
"4","25.373450622539263","1","4","0","1","0","0","729362","0.16"
"2","10.991336877909376","1","6","0.0","5","4.0","0","729362","0.81"
"2","0","1","5","3.0","1","3.0","0","729362","0.19"
"2","9.724040554155527","1","2","0","5","0","20.128823529411772","729362","0.18"
"3","111.57916842291792","0","3","0","14","0","0","729362","41.99"
"2","26.064658130601792","1","3","0","14","0","0","729362","0.57"
"5","97.62593186343608","1","2","0","14","0","0","729362","13.47"
"3","12.900769520653508","1","2","1.0","1","3.0","0","729362","0.16"
"4","14.798692980505296","1","1","0.0","14","0.0","0","729362","0.39"
"1","18.965032766168065","1","2","0","1","0","1.587090909090909","729362","0.19"
"2","11.938034593535754","1","2","0.0","5","4.0","0","729362","0.81"
"5","26.314068351232507","1","2","0","14","0","0","729362","6.66"
"4","13.520583476081788","1","3","0.0","14","0.0","0","729362","0.66"
"3","6.0846109833050095","1","1","2.0","5","2.0","1.8372764338135212","729362","0.18"
"2","8.714813796589631","2","3","2.0","5","2.0","0","729362","0.30"
"2","8.501022123631273","1","4","0","1","0","0","729362","0.16"
"1","22.042707677737926","1","1","1.0","1","1.0","0","729362","0.22"
"4","20.43998737580963","1","1","4.0","5","3.0","0","729362","0.18"
"2","27.80954054024437","1","6","2.0","1","2.0","1.8372764338135212","729362","0.16"
"1","3.7524503862150924","1","1","0","1","0","1.587090909090909","729362","0.16"
"2","4.006566570774904","2","3","2.0","5","2.0","0","729362","0.30"
"5","13.519939668868188","5","2","7.0","14","7.0","0","729362","41.54"
"3","0","1","3","4.0","1","1.0","0","729362","0.16"
"2","11.09499609287291","2","4","2.0","5","2.0","0","729362","4.14"
"2","16.059330513555764","1","1","0","14","0","0","729362","0.33"
"4","9.040528149244745","1","2","2.0","1","2.0","1.8372764338135212","729362","0.19"
"5","0","1","2","3.0","5","3.0","0","729362","0.21"
"3","11.2244169867539","1","1","0","5","0","0","729362","0.20"
"2","17.924392980143967","2","4","2.0","5","2.0","0","729362","0.26"
"7","0","1","3","0","5","0","0","729362","0.20"
"2","23.048493965439828","1","2","0","1","0","0","729362","0.16"
"4","6.865910669584717","0","1","0","5","0","0","729362","0.20"
"3","38.80764223627865","1","1","0.0","14","0.0","0.20500000000000002","729362","0.49"
"3","21.674993371209045","1","2","2.0","14","2.0","2.203299023957409","729362","1.69"
"4","4.887861924575105","1","2","0","14","0","0","729362","2.86"
"3","21.322347504408647","1","7","0","5","0","0","729362","0.34"
"3","0","1","1","1.0","1","1.0","0","729362","0.16"
"2","57.14161461052653","1","1","0","14","0","0","729362","0.49"
"1","106.65832507146867","1","1","0","5","0","0","729362","0.38"
"5","19.218898434572942","1","2","0.0","14","0.0","0","729362","0.34"
"4","15.574728253311028","1","1","0.0","5","0.0","0","729362","0.22"
"2","18.203688796243288","1","1","0","1","0","0","729362","0.16"
"3","10.34484627400498","1","11","2.0","1","2.0","0","729362","0.17"
"1","71.10177871322912","1","2","0","14","0","0","729362","9.46"
"1","5.381579282558372","1","2","0","1","0","1.587090909090909","729362","0.19"
"3","22.079951692724194","1","7","3.0","1","3.0","0","729362","0.16"
"3","9.973295271094901","1","4","2.0","14","1.0","0","729362","0.33"
"0","272.2318446320392","1","2","0","14","0","0","729362","44.00"
"2","0","1","1","0","1","0","0","729362","0.19"
"2","7.264915085911803","1","2","1.0","1","1.0","3.1771665437036316","729362","0.17"
"3","13.525207085120993","1","6","0.0","5","0.0","0","729362","0.72"
"1","0","1","5","1.0","1","1.0","0","729362","0.16"
"2","15.287356455622746","1","3","0.0","5","4.0","0","729362","0.36"
"2","150.39596298990276","1","1","0","5","0","0","729362","0.18"
"3","102.99517039853758","1","2","0.0","14","1.0","0","729362","0.77"
"5","16.765628905894193","1","3","0.0","1","0.0","0","729362","0.17"
"2","24.321103642441848","1","2","1.0","14","2.0","0","729362","0.57"
"4","18.862763487404933","0","2","0","5","0","1.8372764338135212","729362","0.18"
"1","11.477910883610173","1","1","1.0","1","1.0","1.8372764338135212","729362","0.17"
"5","3.249079663532902","1","5","4","14","4","1.8372764338135212","729362","0.38"
"1","0","1","14","0","1","0","0","729362","0.23"
"4","38.6130665109439","1","6","0","14","0","0","729362","11.87"
"5","21.574268554805325","0","2","0","14","0","0","729362","0.43"
"3","0","0","2","0","5","0","0","729362","0.47"
"3","66.15327805715252","1","1","0","14","0","0","729362","0.34"
"2","0.0","1","1","4.0","5","1.0","0","729362","0.37"
"0","180.54006280568152","0","3","0","14","0","0","729362","85.98"
"4","31.21948666110323","1","1","0","14","0","0","729362","3.99"
"2","1.3915790699737858","1","1","0","1","0","0","729362","0.17"
"6","3.417367205542727","1","2","4.0","14","5.0","2.063905191873596","729362","0.32"
"1","17.026512762394205","1","1","0","1","0","0","729362","0.16"
"4","42.01958035009463","1","2","0","5","0","0","729362","0.18"
"4","20.869418319660465","1","2","0.0","14","0.0","0","729362","0.49"
"1","4.191804355486104","1","1","0","1","0","1.587090909090909","729362","0.19"
"3","0","1","2","2.0","1","2.0","0","729362","0.16"
"5","23.356315480404408","1","4","2.0","14","2.0","1.8372764338135212","729362","0.34"
"1","25.12707164810417","1","1","2.0","1","1.0","1.8372764338135212","729362","0.17"
"3","3.42204029366028","1","1","0","14","0","0","729362","0.43"
"3","29.587333995197383","0","2","0","14","0","0","729362","3.21"
"2","6.073468207787304","1","3","0","1","0","0","729362","0.21"
"2","4.231869763898443","1","2","0","1","0","0","729362","0.22"
"2","31.112051014208422","1","4","0","1","0","0","729362","0.23"
"3","6.572093060344906","1","1","0","1","0","1.587090909090909","729362","0.16"
"3","12.16552167993201","1","1","1.0","5","1.0","0.7792173913043478","729362","0.25"
"4","0","1","1","3.0","5","3.0","0","729362","0.22"
"2","27.117620387470392","1","1","0.0","5","4.0","0","729362","0.53"
"2","0","1","2","2.0","1","3.0","0","729362","0.12"
"4","20.41783918805487","1","1","3.0","1","4.0","0","729362","0.16"
"3","7.606117000834925","1","1","2.0","5","2.0","0","729362","0.18"
"1","22.31228007957331","1","1","0","5","0","0","729362","0.22"
"3","6.0475871737812","1","1","2.0","5","2.0","0","729362","0.22"
"2","22.86543064392015","1","1","0","5","0","0","729362","0.18"
"2","5.791448485711843","1","2","2.0","5","2.0","0","729362","0.22"
"4","3.249079663532902","1","2","1.0","1","1.0","1.8372764338135212","729362","0.16"
"4","0","1","3","1.0","1","5.0","0.5540000000000002","729362","0.16"
"4","17.805713975321012","1","1","0","14","0","0","729362","0.37"
"3","22.137455244564045","1","2","0","14","0","0","729362","7.99"
"4","38.20621558450146","1","2","4.0","1","5.0","0","729362","0.16"
"2","10.607606711598802","1","1","1.0","1","1.0","0","729362","0.21"
"1","37.31601559057927","1","1","0","1","0","1.8372764338135212","729362","0.16"
"6","0","3","3","6.0","12","6.0","0","732624","0.00"
"7","0","1","4","5.0","12","5.0","0","732624","14.20"
"5","0","2","4","0","12","0","0","732624","20.00"
"6","3.249079663532902","1","5","4.0","14","4.0","1.8372764338135212","731313","1.49"
"2","95.12380967517655","1","4","0","14","0","0","731313","0.50"
"3","38.03708269219739","1","7","2.0","14","2.0","23.54948717948718","731313","6.59"
"4","29.2093880635135","1","4","2.0","1","2.0","1.8372764338135212","731313","0.14"
"3","0","1","6","1.0","1","1.0","0","731313","0.11"
"1","0","1","5","1.0","1","1.0","0","731313","0.20"
"5","107.64721870236961","1","3","4.0","5","4.0","0","731313","0.11"
"2","0","1","11","0","1","0","0","731313","0.31"
"5","3.249079663532902","1","22","4.0","5","4.0","1.8372764338135212","731313","0.20"
"5","44.95165795194343","1","3","0","5","0","0","731313","0.00"
"2","21.139144720940454","0","3","0","14","0","0","731313","5.91"
"4","11.670293169510487","0","2","0","5","0","0","731313","0.18"
"5","9.327437520704743","1","6","0","14","0","0","731313","1.74"
"3","0.0","1","5","2.0","1","1.0","0","731313","0.13"
"3","29.403455708070407","1","14","2.0","14","2.0","0.5785714285714285","731313","2.99"
"0","16.65038188288598","0","6","0","5","0","0","731313","0.69"
"4","43.72580932438229","1","6","0","14","0","0","731313","1.49"
"1","9.034119900886719","1","2","0","5","0","0","731313","0.30"
"4","8.230128355666746","1","8","2.0","5","1.0","0","731313","0.28"
"3","0","1","2","1.0","1","2.0","0","731313","0.13"
"4","0","1","4","4.0","1","2.0","0","731313","0.13"
"2","0","1","4","2.0","1","1.0","0","731313","0.13"
"2","14.10458379825099","1","2","0","1","0","0","731313","0.13"
"4","13.523228751575282","0","16","0","14","0","0","731313","0.19"
"6","0","1","3","3.0","14","3.0","0","731313","0.36"
"1","17.876859162617848","1","3","0","5","0","0","731313","0.20"
"1","33.00829183562967","1","2","1.0","1","1.0","0","731313","0.12"
"3","60.64554414531481","1","2","0","14","0","0","731313","0.35"
"1","0","1","7","0","1","0","1.8372764338135212","731313","0.15"
"8","12.636547502582966","1","3","4.0","14","9.0","1.8372764338135212","731313","0.69"
"6","0","1","12","6.0","1","4.0","0","731313","0.13"
"1","294.1197173035924","1","18","0.0","14","1.0","1.8372764338135212","731313","7.85"
"4","14.607772404014243","1","2","0","1","0","0","731313","0.13"
"5","10.247021117417145","1","6","3.0","5","4.0","2.8571984435797657","731313","0.18"
"1","20.254892660804998","1","18","0","1","0","0","731313","0.13"
"7","0","1","5","6.0","14","6.0","0","731313","0.35"
"3","6.871567883306447","1","3","0","5","0","0","731313","0.18"
"5","14.743732008407502","1","2","0","14","0","0","731313","0.76"
"5","0","1","11","5.0","1","4.0","0","731313","0.13"
"6","0","0","5","4","14","4","0","731313","0.39"
"3","29.5986103756853","1","2","0","14","0","0","731313","0.34"
"4","0","1","16","3.0","1","3.0","0","731313","0.13"
"2","3.249079663532902","1","8","1.0","1","2.0","1.8372764338135212","731313","0.22"
"3","0.35480000000000006","1","2","3.0","5","2.0","0","731313","0.18"
"6","65.74223989127235","0","2","0","14","0","0","731313","3.00"
"1","19.174849932675397","1","3","1.0","14","1.0","0","731313","0.37"
"2","0","1","4","1.0","1","1.0","0","731313","0.13"
"7","12.134983818770223","0","4","8.0","14","8.0","0","731313","0.31"
"4","17.472118229850288","1","6","0","14","0","0","731313","0.30"
"3","11.712591889730156","1","5","1.0","14","1.0","0","731313","0.35"
"3","0","1","6","2.0","5","2.0","0","731313","0.25"
"2","239.3511697089114","1","7","0","1","0","0","731313","0.23"
"2","44.07053399707326","0","10","0","14","0","0","731313","0.27"
"1","0","1","10","2.0","14","1.0","0","731313","0.70"
"2","10.87728750609191","1","6","1.0","1","1.0","1.8372764338135212","731313","0.16"
"2","0.8594917029604718","1","14","0","1","0","1.227654320987655","731313","0.13"
"2","34.730321291782246","1","4","0","1","0","0","731313","0.11"
"1","12.131397750422432","1","20","0","1","0","0","731313","0.25"
"5","12.169645224439202","1","4","4.0","14","4.0","0","731313","0.38"
"4","21.754941185640995","1","4","0","14","0","0","731313","0.74"
"1","26.319210210891804","1","4","0","1","0","0","731313","0.11"
"2","95.55715330327939","1","6","1.0","1","2.0","0","731313","0.11"
"1","3.249079663532902","1","5","1.0","1","1.0","1.8372764338135212","731313","0.13"
"3","14.994454403363566","0","2","0","14","0","0","731313","0.48"
"4","10.656054220475143","1","19","0","14","0","0","731313","6.99"
"2","10.68864131292559","1","15","1.0","1","1.0","0","731313","0.13"
"2","61.37495259541319","1","2","0","5","0","0","731313","2.00"
"2","0","1","3","1.0","5","1.0","1.8372764338135212","731313","0.20"
"2","0","1","17","2.0","1","2.0","0","731313","0.13"
"2","3.645833709446814","1","7","0","5","0","0","731313","0.19"
"6","3.249079663532902","1","16","5.0","14","6.0","1.8372764338135212","731313","0.28"
"4","0","0","18","0","5","0","0","731313","0.20"
"9","0","1","2","0","14","0","0","731313","0.64"
"1","1.9596959530906688","1","14","0","1","0","0","731313","0.13"
"4","5.489111924575106","1","4","0","5","0","0","731313","0.91"
"3","3.249079663532902","1","14","2.0","1","2.0","1.8372764338135212","731313","0.15"
"4","18.27644267629447","1","5","0","5","0","0","731313","0.49"
"2","175.66231521075844","1","17","0","5","0","0","731313","0.31"
"0","281.2349279627634","2","3","0","5","0","0","731313","0.31"
"3","10.649006435779617","1","4","1.0","14","1.0","0","731313","0.43"
"2","0","1","2","1.0","1","1.0","0","731313","0.13"
"3","0","1","16","2.0","1","2.0","0","731313","0.13"
"2","3.249079663532902","1","4","1.0","5","1.0","1.8372764338135212","731313","0.18"
"8","0","0","8","0","14","0","0","731313","0.31"
"3","3.249079663532902","1","12","1.0","5","5.0","1.8372764338135212","731313","0.25"
"3","14.086205326944981","1","6","0","14","0","0","731313","0.99"
"4","14.50939298329166","1","4","0","5","0","0","731313","0.23"
"1","22.684049517739794","1","4","0","5","0","0","731313","0.32"
"1","0","1","5","1.0","1","1.0","0","731313","0.13"
"5","16.744854220932353","1","2","0","14","0","0","731313","1.35"
"4","3.249079663532902","1","4","5.0","14","6.0","1.8372764338135212","731313","0.39"
"4","10.302225213502048","1","6","0","1","0","0","731313","0.11"
"5","86.86799611076847","1","3","0","14","0","0","731313","22.85"
"2","0","1","6","1.0","1","3.0","1.8372764338135212","731313","0.13"
"4","13.113945080078324","1","2","0","14","0","1.108888888888889","731313","0.34"
"1","11.525067650031819","1","5","0","1","0","0","731313","0.38"
"1","100.21666821327632","1","11","0","1","0","0","731313","0.22"
"2","11.875614242560074","1","2","1.0","5","2.0","0","731313","0.19"
"5","10.426978804952935","1","2","3.0","1","3.0","1.8372764338135212","731313","0.13"
"8","13.64303966746059","1","3","0","14","0","0","731313","2.00"
"4","11.83651060106625","1","3","0","5","0","0","731313","0.18"
"5","11.848924916941113","1","6","0","5","0","0","731313","0.17"
"5","0","1","2","3.0","1","6.0","0","731313","0.11"
"3","28.97150174315939","0","12","0","14","0","0","731313","0.34"
"4","37.96631792624493","1","6","0","14","0","0","731313","12.99"
"3","1.545068027210884","1","4","2.0","1","2.0","1.6110740203193072","731313","0.13"
"3","10.238415894667046","1","2","0","5","0","0","731313","3.43"
"4","55.85632453367216","1","9","0","5","0","0","731313","0.00"
"1","7.079086527650177","1","8","0","5","0","0","731313","0.46"
"3","31.782997695882884","1","3","0","1","0","0","731313","0.13"
"4","9.19282033361415","1","2","6.0","5","4.0","0","731313","0.11"
"1","0","1","5","1.0","1","1.0","0","731313","0.13"
"7","19.524660052056696","1","4","7.0","14","7.0","0","731313","0.31"
"0","209.40646386245493","0","6","0","5","0","0","731313","3.99"
"3","37.19840910494263","1","19","0","1","0","0","731313","0.11"
"1","14.967319362267421","1","19","0","1","0","0","731313","0.13"
"4","0","1","20","2.0","1","4.0","1.8372764338135212","731313","0.13"
"4","27.946135634461818","1","3","0","14","0","0","731313","0.00"
"3","49.55294762843485","1","7","0","5","0","0","731313","0.00"
"1","37.9218972830642","1","2","1.0","1","1.0","0","731313","0.23"
"4","62.22007788365459","1","4","6.0","5","6.0","0","731313","0.11"
"4","11.021839589509714","1","4","2.0","1","2.0","1.8372764338135212","731313","0.14"
"4","15.804431069198959","1","3","2.0","5","2.0","0","731313","0.20"
"0","209.40646386245493","0","6","0","5","0","0","731313","3.72"
"4","26.34323476139335","0","11","0","14","0","0","731313","0.35"
"3","78.924","1","5","0","14","0","0","731313","45.19"
"3","6.374214709033656","1","3","0","5","0","0","731313","0.54"
"2","12.659807009539065","1","6","0","1","0","0","731313","0.11"
"3","3.8852649541630884","1","3","0","5","0","1.8372764338135212","731313","0.25"
"4","2.530223591469438","1","9","0","5","0","0","731313","0.23"
"4","113.63319666149933","1","4","0","14","0","0","731313","9.49"
"3","11.866649552693504","1","11","2.0","1","2.0","0","731313","0.15"
"2","3.249079663532902","1","12","1.0","1","1.0","1.8372764338135212","731313","0.13"
"2","34.34251407579779","1","6","1.0","1","1.0","1.8372764338135212","731313","0.13"
"2","18.551468090148983","1","3","0","14","0","0","731313","0.51"
"5","0","1","11","0","5","0","0","731313","0.20"
"3","36.66858805636056","1","7","3.0","1","3.0","0","731313","0.13"
"3","0","1","9","0.0","5","8.0","0","731313","0.25"
"1","16.2347292545387","1","5","1.0","5","1.0","0","731313","0.22"
"4","0","0","4","2.0","5","3.0","1.8372764338135212","731313","0.17"
"4","17.703308098594466","1","2","2.0","1","2.0","0","731313","0.13"
"3","41.220190632498806","1","7","0","14","0","0","731313","5.47"
"4","33.90132760843148","0","2","0","14","0","0","731313","0.42"
"3","3.971738551762888","1","6","1.0","1","4.0","0","731313","0.13"
"1","14.337603482972964","1","10","0","5","0","0","731313","0.26"
"2","8.298700140358157","1","2","0","1","0","0","731313","0.17"
"5","8.372812007985836","1","27","4.0","14","4.0","1.8372764338135212","731313","0.40"
"7","0","1","6","0","14","0","0","731313","0.34"
"2","3.028","1","3","4","5","1.0","0","731313","1.72"
"5","10.65136675021793","1","2","8.0","14","8.0","0","731313","0.40"
"2","59.36131588787795","1","16","0","1","0","0","731313","0.21"
"1","2.284384473169861","1","6","0","1","0","0","731313","0.13"
"1","19.470890627607943","0","11","0","5","0","0","731313","0.25"
"2","3.249079663532902","1","3","1.0","1","1.0","1.8372764338135212","731313","0.23"
"4","10.81039015004666","1","7","2.0","5","2.0","0","731313","0.18"
"4","1.545068027210884","1","9","4.0","1","1.0","1.6110740203193072","731313","0.11"
"5","87.1959530385925","1","3","0","14","0","0","731313","0.34"
"3","3.249079663532902","1","6","2.0","1","1.0","1.8372764338135212","731313","0.13"
"4","13.523228751575282","1","4","0","5","0","0","731313","0.25"
"4","10.767575820744813","1","10","0","5","0","0","731313","0.21"
"1","0","1","3","0","5","0","0","731313","0.20"
"5","3.249079663532902","1","3","2.0","1","3.0","1.8372764338135212","731313","0.13"
"3","41.82587566462958","1","7","0","14","0","0","731313","3.22"
"4","42.396816359846916","1","10","0","14","0","0","731313","0.55"
"2","285.28314224847765","1","4","0.0","1","4.0","0","731313","0.20"
"2","2.530223591469438","1","20","0","1","0","0","731313","0.13"
"5","9.957918916600338","1","4","0","14","0","0","731313","0.44"
"2","48.46422453476877","0","15","0","14","0","0","731313","1.00"
"3","0","1","11","2.0","5","2.0","0","731313","0.22"
"0","281.2349279627634","2","2","0","5","0","0","731313","0.49"
"1","0","1","14","0","1","0","0","731313","0.19"
"3","10.917333557496484","1","2","0","14","0","0","731313","0.27"
"3","33.35620412042939","1","4","0","5","0","0","731313","0.35"
"6","24.489278931734766","1","3","4.0","14","4.0","0","731313","0.36"
"4","6.073468207787304","1","7","0","5","0","0","731313","0.25"
"3","3.9267561549354273","1","12","0","1","0","0","731313","0.13"
"5","10.54266197767118","1","4","1.0","14","4.0","0","731313","0.28"
"5","15.150939297158326","1","8","3.0","5","3.0","1.8372764338135212","731313","0.20"
"2","10.649006435779617","1","12","0","1","0","0","731313","0.20"
"6","23.504257559097358","1","3","0","14","0","0","731313","0.47"
"1","16.480568372838277","1","2","1.0","5","1.0","0","731313","0.25"
"1","30.435934629193536","1","6","0","14","0","26.187434241989447","731313","0.37"
"5","23.693575467556915","1","3","0","14","0","0","731313","0.35"
"4","25.235743337171854","1","2","4.0","14","4.0","1.6110740203193072","731313","0.19"
"5","32.75270433147029","1","3","2.0","14","4.0","1.8372764338135212","731313","2.65"
"3","0","1","8","1.0","1","4.0","0","731313","0.11"
"2","7.826137813114082","1","5","0","1","0","0","731313","0.13"
"0","281.2349279627634","2","2","0","5","0","0","731313","0.35"
"3","0","1","7","3.0","1","3.0","0","731313","0.15"
"3","105.85333370022778","1","4","0","14","0","0","731313","1.00"
"3","18.720483284582187","1","2","2.0","1","1.0","0","731313","0.13"
"5","220.14459413279468","0","9","0","14","0","0","731313","8.03"
"3","0","1","15","1.0","5","3.0","0","731313","0.17"
"3","0.35480000000000006","1","2","2.0","1","2.0","0","731313","0.13"
"1","0","1","4","1.0","1","2.0","0","731313","0.11"
"2","176.18806521075845","1","15","0","5","0","0","731313","0.22"
"4","0","1","6","4","14","4","0","731313","0.26"
"3","6.073468207787304","1","14","1.0","14","1.0","0","731313","0.92"
"4","0","1","5","0","5","0","0","731313","0.11"
"1","0.9901639344262297","1","5","1.0","1","1.0","0.9690000000000002","731313","0.12"
"3","112.22413192009336","0","3","0","14","0","0","731313","47.49"
"4","2.4972777315968266","1","3","3.0","14","3.0","0","731313","0.35"
"4","30.822131859437818","1","2","0","14","0","0","731313","1.01"
"3","2.154323186142282","1","6","1.0","5","1.0","0","731313","0.18"
"2","0","1","5","2.0","1","2.0","0","731313","0.13"
"3","35.34980983931355","1","4","0","14","0","0","731313","1.74"
